linear,lasso,ridge,scad,mcp
-0.27315384830161804,-10.413686181690608,-27.647278203760195,-0.08802408162551956,-0.08802408162551956
-0.021663788683639496,-10.341448305998163,-27.347480172067115,0.035693884559108824,0.035693884559108824
-1.1524714021253715,-11.350261989363062,-29.116037734438073,-0.12731378193137743,-0.12731378193137743
1.170647951881108,-10.038354914970391,-28.394103900100134,0.13430722339199974,0.13430722339199974
1.2022870453147192,-10.073246799810846,-28.356007958246927,0.12761948090837905,0.12761948090837905
-0.1837151099063732,-11.228561950732434,-29.504265647276036,-0.007846151355678899,-0.007846151355678899
0.5268794521403777,-9.907818271101092,-27.67143269248617,0.11589884710102183,0.11589884710102183
-0.004379210018186086,-10.765064990215805,-28.488149183128826,-0.012093576038083143,-0.012093576038083143
0.22775185068847748,-10.370864950851491,-28.474865370116454,-0.005752018146495175,-0.005752018146495175
-0.40577479519105,-10.938040319167634,-28.335428291484725,-0.06211427637501288,-0.06211427637501288
-0.8376633983777424,-11.468444146784911,-29.505479395084393,0.06923175193996656,0.06923175193996656
0.4595202181356939,-10.590087486118271,-28.841949193093043,0.07673307000682428,0.07673307000682428
0.3700722209077725,-10.156472139939389,-27.920378298145508,-0.05298445500368132,-0.05298445500368132
-0.04162669078236547,-10.564523598067758,-28.53028571893899,0.017575788634474065,0.017575788634474065
-2.0338110138731054,-12.216328586634269,-30.77842309033756,-0.03127455270033863,-0.03127455270033863
-0.6934811699870806,-11.166420239191659,-29.46312138297938,0.005072742319143231,0.005072742319143231
-1.0777058231629582,-11.218220388790748,-29.180184554119705,-0.08997474899236124,-0.08997474899236124
-0.7341869192681258,-11.43981510065332,-29.61691432870513,-0.07611559398799272,-0.07611559398799272
0.6232920894487393,-10.248900592980846,-28.51623475508235,-0.01934339087058845,-0.01934339087058845
-1.5903542696446493,-11.917355741030043,-29.770304401088787,-0.14472397383502766,-0.14472397383502766
0.27584550482318093,-10.834118567185946,-28.886472143641967,0.024877132240646915,0.024877132240646915
0.38318878766527575,-10.402756485538987,-28.498670310727803,-0.021777597146652283,-0.021777597146652283
1.6030637949950233,-9.372710599438527,-26.744686925655664,0.06610954992568452,0.06610954992568452
0.7938172295448993,-10.077880470236266,-27.91447513857834,0.053158308178538505,0.053158308178538505
1.8135435999530216,-9.336479382737465,-27.64883957006969,0.19407803496082465,0.19407803496082465
1.5597556205684953,-9.869726442528219,-27.633904994592733,0.1258674835896585,0.1258674835896585
2.3211141134622864,-9.150604173376948,-27.049463709151617,0.22323552677707426,0.22323552677707426
0.09670422748619956,-10.819070293305224,-28.818704449689655,0.05167051050834459,0.05167051050834459
-1.5702296249096008,-11.77318246555329,-29.615078135992313,-0.0967439538199244,-0.0967439538199244
