linear,lasso,ridge,scad,mcp
0.2894398596436645,-10.205061753063312,-36.05830521377851,0.3262437691836624,0.3262437691836624
1.3926545021281669,-10.263672160175311,-35.613870171761356,0.18207839365729228,0.18207839365729228
-0.28547673062939793,-10.968811572532523,-37.68937624720411,-0.23441190056306027,-0.23441190056306027
0.6727879450120753,-10.296568924154876,-35.673215182274106,0.11274898037814296,0.11274898037814296
0.6084168856461503,-10.457890217496363,-35.681484576407016,0.004180532697290573,0.004180532697290573
-0.6497908706976574,-10.432075434776777,-35.52650694041994,-0.04648074051502249,-0.04648074051502249
0.7221584130499821,-10.217007638295541,-34.91954906590833,-0.06718552509930475,-0.06718552509930475
-0.988194327501688,-10.110449469405829,-35.08508232155587,-0.008615370569003744,-0.008615370569003744
0.26567493695056044,-10.189652866718639,-36.11237607750972,0.2338146148017728,0.2338146148017728
-1.9864291859218213,-10.410316773882236,-36.33409005783353,-0.03804060364434747,-0.03804060364434747
0.18590627931679649,-9.827571782562565,-35.71745407192922,0.5152724582875976,0.5152724582875976
0.5732185589288292,-10.5474663403877,-36.18373635193265,0.06578725097000415,0.06578725097000415
-0.13552552148371433,-10.381802581195508,-35.79672116411791,-0.04761273540124478,-0.04761273540124478
-0.3709390976770237,-10.058715609237979,-35.84444378473508,0.05907511364370066,0.05907511364370066
-1.436540444384093,-10.988330960668925,-37.081508375408546,-0.1654390488427282,-0.1654390488427282
-0.7132656802595676,-9.970521015805872,-36.406634805109505,0.3520510137878574,0.3520510137878574
-0.25256509687567075,-10.541721428702935,-36.63782876694155,-0.056041514141099924,-0.056041514141099924
0.149221013868015,-9.998060976639913,-34.10734117805318,0.11751623489447383,0.11751623489447383
0.7854571327683004,-10.143155522484449,-35.53648187961695,0.26747039208582635,0.26747039208582635
1.006777747147929,-10.031908017750226,-34.24272795926326,-0.032860230231456455,-0.032860230231456455
-0.41992092310715634,-10.90192131582429,-37.765620672315364,-0.10843806960374991,-0.10843806960374991
-0.8785766214154762,-10.753689117955162,-36.76468677761211,-0.20344170728860433,-0.20344170728860433
2.170041157237776,-10.108191024620382,-35.580629277757694,0.3350454227073669,0.3350454227073669
1.0942767187788291,-10.364803479727236,-35.31616850104797,-0.02328942046914051,-0.02328942046914051
-1.12940136065437,-9.994369031955749,-36.78425794455628,0.27450305088906646,0.27450305088906646
0.35603904140175757,-10.0889894991301,-35.09802940147195,0.08697939208239802,0.08697939208239802
-0.5941957224422509,-9.879681773810525,-34.9448920261637,0.15983618684971646,0.15983618684971646
1.5506372969748838,-10.380399461784286,-34.84789621155521,-0.07828656372075216,-0.07828656372075216
0.09511099107569976,-10.206952879424783,-35.839449126431674,0.036287003807345286,0.036287003807345286
0.18032241309123265,-10.420276293930783,-35.695631567779735,-0.08893106166620157,-0.08893106166620157
0.20059603779166935,-10.54862519045134,-35.14274562908733,-0.26090200651351836,-0.26090200651351836
0.5060806857013773,-10.219909792297592,-35.474042441374216,0.24387858867009982,0.24387858867009982
1.6755721483378778,-9.90052061985861,-34.10788950069119,0.366316271269028,0.366316271269028
1.0313307760650048,-10.254082970430034,-35.80306364885516,0.15706845353008703,0.15706845353008703
-0.03781658292457735,-10.12633424780477,-35.9821060669678,0.2471138998021729,0.2471138998021729
-1.0384290078743987,-10.355630085462849,-35.69991625765766,-0.19688355206504582,-0.19688355206504582
0.8726838651064384,-10.20612922242865,-35.3631394342886,0.058673277131518375,0.058673277131518375
-0.7020501183892236,-10.157239355526634,-35.581890407801026,0.0556155533619318,0.0556155533619318
1.0521058425598397,-10.213834592917543,-36.541632247530345,0.3980317614934279,0.3980317614934279
0.39022975109499214,-10.234979565752177,-35.28283789345918,0.002014968319471677,0.002014968319471677
-0.3790127708006992,-10.103882228744915,-34.530171345380545,-0.2567401605110007,-0.2567401605110007
-1.0715395782133186,-10.651264836736352,-37.129687262387606,-0.007826707289027013,-0.007826707289027013
